Date,HCAT,TSLA
2015-05-08,,236.61000061035156
2015-05-11,,239.49000549316406
2015-05-12,,244.74000549316406
2015-05-13,,243.17999267578125
2015-05-14,,244.10000610351562
2015-05-15,,248.83999633789062
2015-05-18,,248.75
2015-05-19,,247.13999938964844
2015-05-20,,244.35000610351562
2015-05-21,,245.6199951171875
2015-05-22,,247.72999572753906
2015-05-26,,247.4600067138672
2015-05-27,,247.42999267578125
2015-05-28,,251.4499969482422
2015-05-29,,250.8000030517578
2015-06-01,,249.4499969482422
2015-06-02,,248.35000610351562
2015-06-03,,248.99000549316406
2015-06-04,,245.9199981689453
2015-06-05,,249.13999938964844
2015-06-08,,256.2900085449219
2015-06-09,,256.0
2015-06-10,,250.6999969482422
2015-06-11,,251.41000366210938
2015-06-12,,250.69000244140625
2015-06-15,,250.3800048828125
2015-06-16,,253.1199951171875
2015-06-17,,260.4100036621094
2015-06-18,,261.8900146484375
2015-06-19,,262.510009765625
2015-06-22,,259.7900085449219
2015-06-23,,267.6700134277344
2015-06-24,,265.1700134277344
2015-06-25,,268.7900085449219
2015-06-26,,267.0899963378906
2015-06-29,,262.0199890136719
2015-06-30,,268.260009765625
2015-07-01,,269.1499938964844
2015-07-02,,280.0199890136719
2015-07-06,,279.7200012207031
2015-07-07,,267.8800048828125
2015-07-08,,254.9600067138672
2015-07-09,,257.9200134277344
2015-07-10,,259.1499938964844
2015-07-13,,262.1600036621094
2015-07-14,,265.6499938964844
2015-07-15,,263.1400146484375
2015-07-16,,266.67999267578125
2015-07-17,,274.6600036621094
2015-07-20,,282.260009765625
2015-07-21,,266.7699890136719
2015-07-22,,267.8699951171875
2015-07-23,,267.20001220703125
2015-07-24,,265.4100036621094
2015-07-27,,253.00999450683594
2015-07-28,,264.82000732421875
2015-07-29,,263.82000732421875
2015-07-30,,266.7900085449219
2015-07-31,,266.1499938964844
2015-08-03,,259.989990234375
2015-08-04,,266.2799987792969
2015-08-05,,270.1300048828125
2015-08-06,,246.1300048828125
2015-08-07,,242.50999450683594
2015-08-10,,241.13999938964844
2015-08-11,,237.3699951171875
2015-08-12,,238.1699981689453
2015-08-13,,242.50999450683594
2015-08-14,,243.14999389648438
2015-08-17,,254.99000549316406
2015-08-18,,260.7200012207031
2015-08-19,,255.25
2015-08-20,,242.17999267578125
2015-08-21,,230.77000427246094
2015-08-24,,218.8699951171875
2015-08-25,,220.02999877929688
2015-08-26,,224.83999633789062
2015-08-27,,242.99000549316406
2015-08-28,,248.47999572753906
2015-08-31,,249.05999755859375
2015-09-01,,238.6300048828125
2015-09-02,,247.69000244140625
2015-09-03,,245.57000732421875
2015-09-04,,241.92999267578125
2015-09-08,,248.1699981689453
2015-09-09,,248.91000366210938
2015-09-10,,248.47999572753906
2015-09-11,,250.24000549316406
2015-09-14,,253.19000244140625
2015-09-15,,253.57000732421875
2015-09-16,,262.25
2015-09-17,,262.07000732421875
2015-09-18,,260.6199951171875
2015-09-21,,264.20001220703125
2015-09-22,,260.94000244140625
2015-09-23,,261.05999755859375
2015-09-24,,263.1199951171875
2015-09-25,,256.9100036621094
2015-09-28,,248.42999267578125
2015-09-29,,246.64999389648438
2015-09-30,,248.39999389648438
2015-10-01,,239.8800048828125
2015-10-02,,247.57000732421875
2015-10-05,,246.14999389648438
2015-10-06,,241.4600067138672
2015-10-07,,231.9600067138672
2015-10-08,,226.72000122070312
2015-10-09,,220.69000244140625
2015-10-12,,215.5800018310547
2015-10-13,,219.25
2015-10-14,,216.8800048828125
2015-10-15,,221.30999755859375
2015-10-16,,227.00999450683594
2015-10-19,,228.10000610351562
2015-10-20,,213.02999877929688
2015-10-21,,210.08999633789062
2015-10-22,,211.72000122070312
2015-10-23,,209.08999633789062
2015-10-26,,215.25999450683594
2015-10-27,,210.35000610351562
2015-10-28,,212.9600067138672
2015-10-29,,211.6300048828125
2015-10-30,,206.92999267578125
2015-11-02,,213.7899932861328
2015-11-03,,208.35000610351562
2015-11-04,,231.6300048828125
2015-11-05,,231.77000427246094
2015-11-06,,232.36000061035156
2015-11-09,,225.3300018310547
2015-11-10,,216.5
2015-11-11,,219.0800018310547
2015-11-12,,212.94000244140625
2015-11-13,,207.19000244140625
2015-11-16,,214.30999755859375
2015-11-17,,214.0
2015-11-18,,221.07000732421875
2015-11-19,,221.8000030517578
2015-11-20,,220.00999450683594
2015-11-23,,217.75
2015-11-24,,218.25
2015-11-25,,229.63999938964844
2015-11-27,,231.61000061035156
2015-11-30,,230.25999450683594
2015-12-01,,237.19000244140625
2015-12-02,,231.99000549316406
2015-12-03,,232.7100067138672
2015-12-04,,230.3800048828125
2015-12-07,,231.1300048828125
2015-12-08,,226.72000122070312
2015-12-09,,224.52000427246094
2015-12-10,,227.07000732421875
2015-12-11,,217.02000427246094
2015-12-14,,218.5800018310547
2015-12-15,,221.08999633789062
2015-12-16,,234.50999450683594
2015-12-17,,233.38999938964844
2015-12-18,,230.4600067138672
2015-12-21,,232.55999755859375
2015-12-22,,229.9499969482422
2015-12-23,,229.6999969482422
2015-12-24,,230.57000732421875
2015-12-28,,228.9499969482422
2015-12-29,,237.19000244140625
2015-12-30,,238.08999633789062
2015-12-31,,240.00999450683594
2016-01-04,,223.41000366210938
2016-01-05,,223.42999267578125
2016-01-06,,219.0399932861328
2016-01-07,,215.64999389648438
2016-01-08,,211.0
2016-01-11,,207.85000610351562
2016-01-12,,209.97000122070312
2016-01-13,,200.30999755859375
2016-01-14,,206.17999267578125
2016-01-15,,204.99000549316406
2016-01-19,,204.72000122070312
2016-01-20,,198.6999969482422
2016-01-21,,199.97000122070312
2016-01-22,,202.5500030517578
2016-01-25,,196.3800048828125
2016-01-26,,193.55999755859375
2016-01-27,,188.07000732421875
2016-01-28,,189.6999969482422
2016-01-29,,191.1999969482422
2016-02-01,,196.94000244140625
2016-02-02,,182.77999877929688
2016-02-03,,173.47999572753906
2016-02-04,,175.3300018310547
2016-02-05,,162.60000610351562
2016-02-08,,147.99000549316406
2016-02-09,,148.25
2016-02-10,,143.6699981689453
2016-02-11,,150.47000122070312
2016-02-12,,151.0399932861328
2016-02-16,,155.1699981689453
2016-02-17,,168.67999267578125
2016-02-18,,166.77000427246094
2016-02-19,,166.5800018310547
2016-02-22,,177.74000549316406
2016-02-23,,177.2100067138672
2016-02-24,,179.0
2016-02-25,,187.42999267578125
2016-02-26,,190.33999633789062
2016-02-29,,191.92999267578125
2016-03-01,,186.35000610351562
2016-03-02,,188.33999633789062
2016-03-03,,195.74000549316406
2016-03-04,,201.0399932861328
2016-03-07,,205.2899932861328
2016-03-08,,202.60000610351562
2016-03-09,,208.72000122070312
2016-03-10,,205.17999267578125
2016-03-11,,207.5
2016-03-14,,215.14999389648438
2016-03-15,,218.33999633789062
2016-03-16,,221.92999267578125
2016-03-17,,226.3800048828125
2016-03-18,,232.74000549316406
2016-03-21,,238.32000732421875
2016-03-22,,234.24000549316406
2016-03-23,,222.5800018310547
2016-03-24,,227.75
2016-03-28,,230.25999450683594
2016-03-29,,230.1300048828125
2016-03-30,,226.88999938964844
2016-03-31,,229.77000427246094
2016-04-01,,237.58999633789062
2016-04-04,,246.99000549316406
2016-04-05,,255.47000122070312
2016-04-06,,265.4200134277344
2016-04-07,,257.20001220703125
2016-04-08,,250.07000732421875
2016-04-11,,249.9199981689453
2016-04-12,,247.82000732421875
2016-04-13,,254.52999877929688
2016-04-14,,251.86000061035156
2016-04-15,,254.50999450683594
2016-04-18,,253.8800048828125
2016-04-19,,247.3699951171875
2016-04-20,,249.97000122070312
2016-04-21,,248.2899932861328
2016-04-22,,253.75
2016-04-25,,251.82000732421875
2016-04-26,,253.74000549316406
2016-04-27,,251.47000122070312
2016-04-28,,247.7100067138672
2016-04-29,,240.75999450683594
2016-05-02,,241.8000030517578
2016-05-03,,232.32000732421875
2016-05-04,,222.55999755859375
2016-05-05,,211.52999877929688
2016-05-06,,214.92999267578125
2016-05-09,,208.9199981689453
2016-05-10,,208.69000244140625
2016-05-11,,208.9600067138672
2016-05-12,,207.27999877929688
2016-05-13,,207.61000061035156
2016-05-16,,208.2899932861328
2016-05-17,,204.66000366210938
2016-05-18,,211.1699981689453
2016-05-19,,215.2100067138672
2016-05-20,,220.27999877929688
2016-05-23,,216.22000122070312
2016-05-24,,217.91000366210938
2016-05-25,,219.5800018310547
2016-05-26,,225.1199951171875
2016-05-27,,223.0399932861328
2016-05-31,,223.22999572753906
2016-06-01,,219.55999755859375
2016-06-02,,218.9600067138672
2016-06-03,,218.99000549316406
2016-06-06,,220.67999267578125
2016-06-07,,232.33999633789062
2016-06-08,,235.52000427246094
2016-06-09,,229.36000061035156
2016-06-10,,218.7899932861328
2016-06-13,,217.8699951171875
2016-06-14,,214.9600067138672
2016-06-15,,217.6999969482422
2016-06-16,,217.92999267578125
2016-06-17,,215.47000122070312
2016-06-20,,219.6999969482422
2016-06-21,,219.61000061035156
2016-06-22,,196.66000366210938
2016-06-23,,196.39999389648438
2016-06-24,,193.14999389648438
2016-06-27,,198.5500030517578
2016-06-28,,201.7899932861328
2016-06-29,,210.19000244140625
2016-06-30,,212.27999877929688
2016-07-01,,216.5
2016-07-05,,213.97999572753906
2016-07-06,,214.44000244140625
2016-07-07,,215.94000244140625
2016-07-08,,216.77999877929688
2016-07-11,,224.77999877929688
2016-07-12,,224.64999389648438
2016-07-13,,222.52999877929688
2016-07-14,,221.52999877929688
2016-07-15,,220.39999389648438
2016-07-18,,226.25
2016-07-19,,225.25999450683594
2016-07-20,,228.36000061035156
2016-07-21,,220.5
2016-07-22,,222.27000427246094
2016-07-25,,230.00999450683594
2016-07-26,,229.50999450683594
2016-07-27,,228.49000549316406
2016-07-28,,230.61000061035156
2016-07-29,,234.7899932861328
2016-08-01,,230.00999450683594
2016-08-02,,227.1999969482422
2016-08-03,,225.7899932861328
2016-08-04,,230.61000061035156
2016-08-05,,230.02999877929688
2016-08-08,,226.16000366210938
2016-08-09,,229.0800018310547
2016-08-10,,225.64999389648438
2016-08-11,,224.91000366210938
2016-08-12,,225.61000061035156
2016-08-15,,225.58999633789062
2016-08-16,,223.61000061035156
2016-08-17,,223.24000549316406
2016-08-18,,223.50999450683594
2016-08-19,,225.0
2016-08-22,,222.92999267578125
2016-08-23,,224.83999633789062
2016-08-24,,222.6199951171875
2016-08-25,,220.9600067138672
2016-08-26,,219.99000549316406
2016-08-29,,215.1999969482422
2016-08-30,,211.33999633789062
2016-08-31,,212.00999450683594
2016-09-01,,200.77000427246094
2016-09-02,,197.77999877929688
2016-09-06,,202.8300018310547
2016-09-07,,201.7100067138672
2016-09-08,,197.36000061035156
2016-09-09,,194.47000122070312
2016-09-12,,198.3000030517578
2016-09-13,,196.0500030517578
2016-09-14,,196.41000366210938
2016-09-15,,200.4199981689453
2016-09-16,,205.39999389648438
2016-09-19,,206.33999633789062
2016-09-20,,204.63999938964844
2016-09-21,,205.22000122070312
2016-09-22,,206.42999267578125
2016-09-23,,207.4499969482422
2016-09-26,,208.99000549316406
2016-09-27,,205.80999755859375
2016-09-28,,206.27000427246094
2016-09-29,,200.6999969482422
2016-09-30,,204.02999877929688
2016-10-03,,213.6999969482422
2016-10-04,,211.41000366210938
2016-10-05,,208.4600067138672
2016-10-06,,201.0
2016-10-07,,196.61000061035156
2016-10-10,,200.9499969482422
2016-10-11,,200.10000610351562
2016-10-12,,201.50999450683594
2016-10-13,,200.24000549316406
2016-10-14,,196.50999450683594
2016-10-17,,193.9600067138672
2016-10-18,,199.10000610351562
2016-10-19,,203.55999755859375
2016-10-20,,199.10000610351562
2016-10-21,,200.08999633789062
2016-10-24,,202.75999450683594
2016-10-25,,202.33999633789062
2016-10-26,,202.24000549316406
2016-10-27,,204.00999450683594
2016-10-28,,199.97000122070312
2016-10-31,,197.72999572753906
2016-11-01,,190.7899932861328
2016-11-02,,188.02000427246094
2016-11-03,,187.4199981689453
2016-11-04,,190.55999755859375
2016-11-07,,193.2100067138672
2016-11-08,,194.94000244140625
2016-11-09,,190.05999755859375
2016-11-10,,185.35000610351562
2016-11-11,,188.55999755859375
2016-11-14,,181.4499969482422
2016-11-15,,183.77000427246094
2016-11-16,,183.92999267578125
2016-11-17,,188.66000366210938
2016-11-18,,185.02000427246094
2016-11-21,,184.52000427246094
2016-11-22,,191.1699981689453
2016-11-23,,193.13999938964844
2016-11-25,,196.64999389648438
2016-11-28,,196.1199951171875
2016-11-29,,189.57000732421875
2016-11-30,,189.39999389648438
2016-12-01,,181.8800048828125
2016-12-02,,181.47000122070312
2016-12-05,,186.8000030517578
2016-12-06,,185.85000610351562
2016-12-07,,193.14999389648438
2016-12-08,,192.2899932861328
2016-12-09,,192.17999267578125
2016-12-12,,192.42999267578125
2016-12-13,,198.14999389648438
2016-12-14,,198.69000244140625
2016-12-15,,197.5800018310547
2016-12-16,,202.49000549316406
2016-12-19,,202.72999572753906
2016-12-20,,208.7899932861328
2016-12-21,,207.6999969482422
2016-12-22,,208.4499969482422
2016-12-23,,213.33999633789062
2016-12-27,,219.52999877929688
2016-12-28,,219.74000549316406
2016-12-29,,214.67999267578125
2016-12-30,,213.69000244140625
2017-01-03,,216.99000549316406
2017-01-04,,226.99000549316406
2017-01-05,,226.75
2017-01-06,,229.00999450683594
2017-01-09,,231.27999877929688
2017-01-10,,229.8699951171875
2017-01-11,,229.72999572753906
2017-01-12,,229.58999633789062
2017-01-13,,237.75
2017-01-17,,235.5800018310547
2017-01-18,,238.36000061035156
2017-01-19,,243.75999450683594
2017-01-20,,244.72999572753906
2017-01-23,,248.9199981689453
2017-01-24,,254.61000061035156
2017-01-25,,254.47000122070312
2017-01-26,,252.50999450683594
2017-01-27,,252.9499969482422
2017-01-30,,250.6300048828125
2017-01-31,,251.92999267578125
2017-02-01,,249.24000549316406
2017-02-02,,251.5500030517578
2017-02-03,,251.3300018310547
2017-02-06,,257.7699890136719
2017-02-07,,257.4800109863281
2017-02-08,,262.0799865722656
2017-02-09,,269.20001220703125
2017-02-10,,269.2300109863281
2017-02-13,,280.6000061035156
2017-02-14,,280.9800109863281
2017-02-15,,279.760009765625
2017-02-16,,268.95001220703125
2017-02-17,,272.2300109863281
2017-02-21,,277.3900146484375
2017-02-22,,273.510009765625
2017-02-23,,255.99000549316406
2017-02-24,,257.0
2017-02-27,,246.22999572753906
2017-02-28,,249.99000549316406
2017-03-01,,250.02000427246094
2017-03-02,,250.47999572753906
2017-03-03,,251.57000732421875
2017-03-06,,251.2100067138672
2017-03-07,,248.58999633789062
2017-03-08,,246.8699951171875
2017-03-09,,244.89999389648438
2017-03-10,,243.69000244140625
2017-03-13,,246.1699981689453
2017-03-14,,258.0
2017-03-15,,255.72999572753906
2017-03-16,,262.04998779296875
2017-03-17,,261.5
2017-03-20,,261.9200134277344
2017-03-21,,250.67999267578125
2017-03-22,,255.00999450683594
2017-03-23,,254.77999877929688
2017-03-24,,263.1600036621094
2017-03-27,,270.2200012207031
2017-03-28,,277.45001220703125
2017-03-29,,277.3800048828125
2017-03-30,,277.9200134277344
2017-03-31,,278.29998779296875
2017-04-03,,298.5199890136719
2017-04-04,,303.70001220703125
2017-04-05,,295.0
2017-04-06,,298.70001220703125
2017-04-07,,302.5400085449219
2017-04-10,,312.3900146484375
2017-04-11,,308.7099914550781
2017-04-12,,296.8399963378906
2017-04-13,,304.0
2017-04-17,,301.44000244140625
2017-04-18,,300.25
2017-04-19,,305.5199890136719
2017-04-20,,302.510009765625
2017-04-21,,305.6000061035156
2017-04-24,,308.0299987792969
2017-04-25,,313.7900085449219
2017-04-26,,310.1700134277344
2017-04-27,,308.6300048828125
2017-04-28,,314.07000732421875
2017-05-01,,322.8299865722656
2017-05-02,,318.8900146484375
2017-05-03,,311.0199890136719
2017-05-04,,295.4599914550781
2017-05-05,,308.3500061035156
2017-05-08,,307.19000244140625
2017-05-09,,321.260009765625
2017-05-10,,325.2200012207031
2017-05-11,,323.1000061035156
2017-05-12,,324.80999755859375
2017-05-15,,315.8800048828125
2017-05-16,,317.010009765625
2017-05-17,,306.1099853515625
2017-05-18,,313.05999755859375
2017-05-19,,310.8299865722656
2017-05-22,,310.3500061035156
2017-05-23,,303.8599853515625
2017-05-24,,310.2200012207031
2017-05-25,,316.8299865722656
2017-05-26,,325.1400146484375
2017-05-30,,335.1000061035156
2017-05-31,,341.010009765625
2017-06-01,,340.3699951171875
2017-06-02,,339.8500061035156
2017-06-05,,347.32000732421875
2017-06-06,,352.8500061035156
2017-06-07,,359.6499938964844
2017-06-08,,370.0
2017-06-09,,357.32000732421875
2017-06-12,,359.010009765625
2017-06-13,,375.95001220703125
2017-06-14,,380.6600036621094
2017-06-15,,375.3399963378906
2017-06-16,,371.3999938964844
2017-06-19,,369.79998779296875
2017-06-20,,372.239990234375
2017-06-21,,376.3999938964844
2017-06-22,,382.6099853515625
2017-06-23,,383.45001220703125
2017-06-26,,377.489990234375
2017-06-27,,362.3699951171875
2017-06-28,,371.239990234375
2017-06-29,,360.75
2017-06-30,,361.6099853515625
2017-07-03,,352.6199951171875
2017-07-05,,327.0899963378906
2017-07-06,,308.8299865722656
2017-07-07,,313.2200012207031
2017-07-10,,316.04998779296875
2017-07-11,,327.2200012207031
2017-07-12,,329.5199890136719
2017-07-13,,323.4100036621094
2017-07-14,,327.7799987792969
2017-07-17,,319.57000732421875
2017-07-18,,328.239990234375
2017-07-19,,325.260009765625
2017-07-20,,329.9200134277344
2017-07-21,,328.3999938964844
2017-07-24,,342.5199890136719
2017-07-25,,339.6000061035156
2017-07-26,,343.8500061035156
2017-07-27,,334.4599914550781
2017-07-28,,335.07000732421875
2017-07-31,,323.4700012207031
2017-08-01,,319.57000732421875
2017-08-02,,325.8900146484375
2017-08-03,,347.0899963378906
2017-08-04,,356.9100036621094
2017-08-07,,355.1700134277344
2017-08-08,,365.2200012207031
2017-08-09,,363.5299987792969
2017-08-10,,355.3999938964844
2017-08-11,,357.8699951171875
2017-08-14,,363.79998779296875
2017-08-15,,362.3299865722656
2017-08-16,,362.9100036621094
2017-08-17,,351.9200134277344
2017-08-18,,347.4599914550781
2017-08-21,,337.8599853515625
2017-08-22,,341.3500061035156
2017-08-23,,352.7699890136719
2017-08-24,,352.92999267578125
2017-08-25,,348.04998779296875
2017-08-28,,345.6600036621094
2017-08-29,,347.3599853515625
2017-08-30,,353.17999267578125
2017-08-31,,355.8999938964844
2017-09-01,,355.3999938964844
2017-09-05,,349.5899963378906
2017-09-06,,344.5299987792969
2017-09-07,,350.6099853515625
2017-09-08,,343.3999938964844
2017-09-11,,363.69000244140625
2017-09-12,,362.75
2017-09-13,,366.2300109863281
2017-09-14,,377.6400146484375
2017-09-15,,379.80999755859375
2017-09-18,,385.0
2017-09-19,,375.1000061035156
2017-09-20,,373.9100036621094
2017-09-21,,366.4800109863281
2017-09-22,,351.0899963378906
2017-09-25,,344.989990234375
2017-09-26,,345.25
2017-09-27,,340.9700012207031
2017-09-28,,339.6000061035156
2017-09-29,,341.1000061035156
2017-10-02,,341.5299987792969
2017-10-03,,348.1400146484375
2017-10-04,,355.010009765625
2017-10-05,,355.3299865722656
2017-10-06,,356.8800048828125
2017-10-09,,342.94000244140625
2017-10-10,,355.5899963378906
2017-10-11,,354.6000061035156
2017-10-12,,355.67999267578125
2017-10-13,,355.57000732421875
2017-10-16,,350.6000061035156
2017-10-17,,355.75
2017-10-18,,359.6499938964844
2017-10-19,,351.80999755859375
2017-10-20,,345.1000061035156
2017-10-23,,337.0199890136719
2017-10-24,,337.3399963378906
2017-10-25,,325.8399963378906
2017-10-26,,326.1700134277344
2017-10-27,,320.8699951171875
2017-10-30,,320.0799865722656
2017-10-31,,331.5299987792969
2017-11-01,,321.0799865722656
2017-11-02,,299.260009765625
2017-11-03,,306.0899963378906
2017-11-06,,302.7799987792969
2017-11-07,,306.04998779296875
2017-11-08,,304.3900146484375
2017-11-09,,302.989990234375
2017-11-10,,302.989990234375
2017-11-13,,315.3999938964844
2017-11-14,,308.70001220703125
2017-11-15,,311.29998779296875
2017-11-16,,312.5
2017-11-17,,315.04998779296875
2017-11-20,,308.739990234375
2017-11-21,,317.80999755859375
2017-11-22,,312.6000061035156
2017-11-24,,315.54998779296875
2017-11-27,,316.80999755859375
2017-11-28,,317.54998779296875
2017-11-29,,307.5400085449219
2017-11-30,,308.8500061035156
2017-12-01,,306.5299987792969
2017-12-04,,305.20001220703125
2017-12-05,,303.70001220703125
2017-12-06,,313.260009765625
2017-12-07,,311.239990234375
2017-12-08,,315.1300048828125
2017-12-11,,328.9100036621094
2017-12-12,,341.0299987792969
2017-12-13,,339.0299987792969
2017-12-14,,337.8900146484375
2017-12-15,,343.45001220703125
2017-12-18,,338.8699951171875
2017-12-19,,331.1000061035156
2017-12-20,,328.9800109863281
2017-12-21,,331.6600036621094
2017-12-22,,325.20001220703125
2017-12-26,,317.2900085449219
2017-12-27,,311.6400146484375
2017-12-28,,315.3599853515625
2017-12-29,,311.3500061035156
2018-01-02,,320.5299987792969
2018-01-03,,317.25
2018-01-04,,314.6199951171875
2018-01-05,,316.5799865722656
2018-01-08,,336.4100036621094
2018-01-09,,333.69000244140625
2018-01-10,,334.79998779296875
2018-01-11,,337.95001220703125
2018-01-12,,336.2200012207031
2018-01-16,,340.05999755859375
2018-01-17,,347.1600036621094
2018-01-18,,344.57000732421875
2018-01-19,,350.0199890136719
2018-01-22,,351.55999755859375
2018-01-23,,352.7900085449219
2018-01-24,,345.8900146484375
2018-01-25,,337.6400146484375
2018-01-26,,342.8500061035156
2018-01-29,,349.5299987792969
2018-01-30,,345.82000732421875
2018-01-31,,354.30999755859375
2018-02-01,,349.25
2018-02-02,,343.75
2018-02-05,,333.1300048828125
2018-02-06,,333.9700012207031
2018-02-07,,345.0
2018-02-08,,315.2300109863281
2018-02-09,,310.4200134277344
2018-02-12,,315.7300109863281
2018-02-13,,323.6600036621094
2018-02-14,,322.30999755859375
2018-02-15,,334.07000732421875
2018-02-16,,335.489990234375
2018-02-20,,334.7699890136719
2018-02-21,,333.29998779296875
2018-02-22,,346.1700134277344
2018-02-23,,352.04998779296875
2018-02-26,,357.4200134277344
2018-02-27,,350.989990234375
2018-02-28,,343.05999755859375
2018-03-01,,330.92999267578125
2018-03-02,,335.1199951171875
2018-03-05,,333.3500061035156
2018-03-06,,328.20001220703125
2018-03-07,,332.29998779296875
2018-03-08,,329.1000061035156
2018-03-09,,327.1700134277344
2018-03-12,,345.510009765625
2018-03-13,,341.8399963378906
2018-03-14,,326.6300048828125
2018-03-15,,325.6000061035156
2018-03-16,,321.3500061035156
2018-03-19,,313.55999755859375
2018-03-20,,310.54998779296875
2018-03-21,,316.5299987792969
2018-03-22,,309.1000061035156
2018-03-23,,301.5400085449219
2018-03-26,,304.17999267578125
2018-03-27,,279.17999267578125
2018-03-28,,257.7799987792969
2018-03-29,,266.1300048828125
2018-04-02,,252.47999572753906
2018-04-03,,267.5299987792969
2018-04-04,,286.94000244140625
2018-04-05,,305.7200012207031
2018-04-06,,299.29998779296875
2018-04-09,,289.6600036621094
2018-04-10,,304.70001220703125
2018-04-11,,300.92999267578125
2018-04-12,,294.0799865722656
2018-04-13,,300.3399963378906
2018-04-16,,291.2099914550781
2018-04-17,,287.69000244140625
2018-04-18,,293.3500061035156
2018-04-19,,300.0799865722656
2018-04-20,,290.239990234375
2018-04-23,,283.3699951171875
2018-04-24,,283.4599914550781
2018-04-25,,280.69000244140625
2018-04-26,,285.4800109863281
2018-04-27,,294.0799865722656
2018-04-30,,293.8999938964844
2018-05-01,,299.9200134277344
2018-05-02,,301.1499938964844
2018-05-03,,284.45001220703125
2018-05-04,,294.0899963378906
2018-05-07,,302.7699890136719
2018-05-08,,301.9700012207031
2018-05-09,,306.8500061035156
2018-05-10,,305.0199890136719
2018-05-11,,301.05999755859375
2018-05-14,,291.9700012207031
2018-05-15,,284.17999267578125
2018-05-16,,286.4800109863281
2018-05-17,,284.5400085449219
2018-05-18,,276.82000732421875
2018-05-21,,284.489990234375
2018-05-22,,275.010009765625
2018-05-23,,279.07000732421875
2018-05-24,,277.8500061035156
2018-05-25,,278.8500061035156
2018-05-29,,283.760009765625
2018-05-30,,291.7200012207031
2018-05-31,,284.7300109863281
2018-06-01,,291.82000732421875
2018-06-04,,296.739990234375
2018-06-05,,291.1300048828125
2018-06-06,,319.5
2018-06-07,,316.0899963378906
2018-06-08,,317.6600036621094
2018-06-11,,332.1000061035156
2018-06-12,,342.7699890136719
2018-06-13,,344.7799987792969
2018-06-14,,357.7200012207031
2018-06-15,,358.1700134277344
2018-06-18,,370.8299865722656
2018-06-19,,352.54998779296875
2018-06-20,,362.2200012207031
2018-06-21,,347.510009765625
2018-06-22,,333.6300048828125
2018-06-25,,333.010009765625
2018-06-26,,342.0
2018-06-27,,344.5
2018-06-28,,349.92999267578125
2018-06-29,,342.95001220703125
2018-07-02,,335.07000732421875
2018-07-03,,310.8599853515625
2018-07-05,,309.1600036621094
2018-07-06,,308.8999938964844
2018-07-09,,318.510009765625
2018-07-10,,322.4700012207031
2018-07-11,,318.9599914550781
