Date,ADM.L,AGK.L,ASCL.L,AV.L,AZN.L,BA.L,BARC.L,BRBY.L,CUK.L,DGE.L,FUTR.L,GSK.L,IAG.L,IHG.L,ITRK.L,JD.L,JMAT.L,LAND.L,LGEN.L,LLOY.L,MKS.L,MRO.L,NXT.L,PFC.L,PPH.L,RDSA.L,SNN.L,STAN.L,TIFS.L,UU.L,VOD.L,WEIR.L,WJG.L,XPP.L
2017-08-31,,832.847412109375,364.8725280761719,-720.1976318359375,4219.943359375,552.0447387695312,178.67239379882812,1709.5234375,16509.5,2475.550048828125,252.2077178955078,1362.3289794921875,539.1338500976562,3912.060302734375,4909.09765625,,2605.7666015625,950.4346923828125,230.3372344970703,57.47456741333008,278.21356201171875,209.0667266845703,3849.40771484375,-518.181640625,887.1199951171875,1868.6761474609375,721.5000610351562,730.9546508789062,,808.6715087890625,189.161376953125,1688.3270263671875,-243.5575714111328,2451.791259765625
2017-09-01,,834.2339477539062,374.97552490234375,-717.4407348632812,4267.8017578125,554.7709350585938,179.65408325195312,1715.231201171875,16520.5,2472.684814453125,254.27981567382812,1361.4407958984375,543.98291015625,3923.22119140625,4937.9169921875,,2623.678955078125,937.2630615234375,230.07164001464844,57.35749435424805,278.8228759765625,208.49652099609375,3854.069091796875,-500.0997619628906,921.7138671875,1864.283203125,723.4049072265625,734.6568603515625,,805.561279296875,187.53802490234375,1687.3863525390625,-246.10643005371094,2484.2958984375
2017-09-04,,836.5447998046875,368.0782470703125,-709.1705322265625,4257.580078125,549.7730712890625,177.83090209960938,1719.9879150390625,16449.5,2466.476806640625,251.22042846679688,1346.338134765625,532.0805053710938,3896.841552734375,4885.080078125,,2670.816162109375,939.1423950195312,228.3897247314453,57.09632873535156,279.2581481933594,198.23326110839844,3940.77197265625,-506.5399169921875,931.191650390625,1865.161865234375,722.4525146484375,723.739990234375,,805.561279296875,186.21372985839844,1698.6732177734375,-236.7606201171875,2415.572021484375
2017-09-05,,848.0993041992188,366.1354064941406,-704.3463134765625,4250.1455078125,554.7709350585938,175.68048095703125,1697.1561279296875,16364.0,2461.701904296875,250.53005981445312,1344.5614013671875,524.5863647460938,3862.34716796875,4851.45556640625,,2673.644775390625,937.2630615234375,226.35366821289062,56.82615661621094,282.2178649902344,202.22451782226562,3978.062744140625,-509.1407165527344,932.61328125,1871.7509765625,723.881103515625,716.71533203125,,810.8931274414062,184.8040008544922,1727.8309326171875,-237.89344787597656,2415.572021484375
2017-09-06,,843.9396362304688,363.3182067871094,-698.1436157226562,4252.93359375,539.7771606445312,173.76380920410156,1674.324462890625,16319.0,2449.762939453125,248.65560913085938,1337.8985595703125,519.7373046875,3803.50634765625,4775.56201171875,,2671.759033203125,946.6763916015625,225.1143798828125,56.781124114990234,282.914306640625,201.17919921875,4077.817138671875,-552.7353515625,945.8822021484375,1874.3865966796875,744.8356323242188,711.3043212890625,,810.0045166015625,184.07777404785156,1729.7120361328125,-239.3094940185547,2414.642822265625
2017-09-07,,850.8322143554688,364.6782531738281,-696.0760498046875,4436.4697265625,541.1402587890625,172.0341033935547,1677.1783447265625,16410.5,2464.08935546875,251.4180908203125,1341.8961181640625,520.6189575195312,3837.991455078125,4803.421875,,2727.381591796875,949.2673950195312,224.31764221191406,56.808143615722656,284.82940673828125,202.80548095703125,4081.54736328125,-562.5193481445312,954.8860473632812,1895.4718017578125,734.3584594726562,702.9505004882812,,815.78076171875,183.77874755859375,1707.138427734375,-238.45986938476562,2416.500244140625
2017-09-08,,852.7001953125,364.9696960449219,-697.4544677734375,4451.33837890625,544.7750854492188,175.3999786376953,1685.7403564453125,16374.5,2476.982666015625,252.60211181640625,1327.238037109375,523.263916015625,3824.806396484375,4856.2587890625,,2738.6943359375,947.8428955078125,224.84878540039062,57.42953872680664,279.6933898925781,203.28378295898438,4059.171875,-545.6759643554688,957.2555541992188,1878.3402099609375,770.0762329101562,703.3302612304688,,815.3363647460938,182.6253204345703,1691.1485595703125,-243.5575714111328,2485.22509765625
2017-09-11,,853.6340942382812,364.8725280761719,-702.2787475585938,4544.2685546875,542.9576416015625,174.51174926757812,1702.864013671875,16434.5,2470.29736328125,250.23403930664062,1330.79150390625,535.607177734375,3848.140380859375,4889.88330078125,,2700.04150390625,955.4467163085938,227.593017578125,57.30345916748047,279.4322509765625,202.6141357421875,4047.984375,-542.7036743164062,964.3638305664062,1884.0506591796875,770.0762329101562,711.5890502929688,,816.6693725585938,184.7185821533203,1694.910888671875,-243.5575714111328,2434.14599609375
2017-09-12,,861.5726928710938,355.25531005859375,-705.0355224609375,4576.79345703125,540.6859130859375,178.9061279296875,1685.7403564453125,16432.5,2464.56689453125,249.83966064453125,1329.4588623046875,527.6722412109375,3835.967529296875,4817.83251953125,,2741.52294921875,950.6921997070312,228.5667724609375,58.393150329589844,280.9991455078125,198.02230834960938,4102.056640625,-546.2952270507812,966.7332763671875,1876.143798828125,762.4563598632812,715.6710205078125,,803.783935546875,183.30882263183594,1687.3863525390625,-238.74307250976562,2461.07861328125
2017-09-13,,847.096435546875,355.25531005859375,-705.7246704101562,4502.9140625,538.868408203125,179.09312438964844,1678.1297607421875,16394.0,2445.465087890625,247.86598205566406,1324.572998046875,529.8763427734375,3849.152099609375,4764.994140625,,2670.816162109375,938.8231811523438,226.5307159423828,58.51923751831055,282.47900390625,197.065673828125,4117.90625,-545.7998046875,985.6889038085938,1890.6396484375,745.3118286132812,718.4239501953125,,798.0077514648438,183.6078643798828,1676.0994873046875,-239.87588500976562,2442.50439453125
