Name,Allocation
PPH.L,0.1307625760594492
JMAT.L,0.12323335965744801
DGE.L,0.12295912345817325
JD.L,0.10897004476861197
XPP.L,0.09467196513156308
GSK.L,0.08880544725491712
NXT.L,0.08730546807942519
STAN.L,0.08468322213097698
BA.L,0.0815307696555354
IAG.L,0.07707802380389991
