Name,Allocation
5005.KL,10
MNCS.KL,10
7206.KL,10
MLYBY,10
5184.KL,10
5878.KL,10
5135.KL,10
5216.KL,10
5398.KL,10
2194.KL,10
5099.KL,10
8583.KL,10
7293.KL,10
5279.KL,10
7108.KL,10
5257.KL,10
0172.KL,10
0127.KL,10
