Name,Allocation,Initial,Final,Nett,Initial Date,Final Date
WPP.L,0.20344706576137658,934.1234130859375,981.4000244140625,9.618287853848088,08/21/2019,02/20/2020
DGE.L,0.20267817614193723,3485.5,3148.0,-68.40388444790382,08/21/2019,02/20/2020
EXPN.L,0.20127133897364205,2553.84130859375,2893.0,68.2629239438842,08/21/2019,02/20/2020
CRDA.L,0.19784958641489753,4688.5,5145.0,90.31833619840071,08/21/2019,02/20/2020
IHG.L,0.19475383270814675,5181.2333984375,5048.0,-25.947714990434736,08/21/2019,02/20/2020
